Id,Sales
1,5602.607368128745
2,6041.048754775228
3,7505.057843206994
4,12007.852119554493
5,5603.979429597732
6,5603.979429597732
7,11128.126462494665
8,7227.691880197168
9,6554.376085990975
10,6302.639436347315
11,10026.985629714134
12,8912.483680779964
13,6766.814528182195
14,6850.721836732328
15,8128.898404405654
16,9456.370034743455
17,8457.852950592487
18,8803.017574018744
19,7551.437214310617
20,7387.078440206291
21,6754.839397492772
22,6356.555593310649
23,6101.411071671158
24,9552.911570403438
25,10634.643801050643
26,6366.297517135863
27,9638.164931191046
28,6916.946739529227
29,8015.6506952826985
30,6065.290521929882
31,7018.162004301137
32,6382.063229647412
33,9169.281713430779
34,9719.327605949446
35,8381.373418861484
36,10407.151179874067
37,8156.327815828203
38,6366.297517135863
39,8246.448775737159
40,6878.212155350358
41,6375.480272020752
42,10026.985629714134
43,6767.519044002314
44,6233.069099500915
45,5259.417311573969
46,7352.679143447645
47,9236.823243688934
48,4519.083511402494
49,7159.510304839536
50,5259.417311573969
51,6280.448595559672
52,6772.223610402773
53,6554.376085990975
54,8635.816811677836
55,6233.069099500915
56,6513.566267364214
57,9245.575229621836
58,6280.448595559672
59,5841.613665594049
60,8360.565246972643
61,6914.236955652759
62,6972.730478926887
63,7707.232524596411
64,8803.017574018744
65,5792.662377779754
66,6162.988504795002
67,9169.281713430779
68,10730.43789539058
69,10164.764950548502
70,7364.858088484212
71,7998.220048118336
72,6021.971219267389
73,5530.81697947899
74,8403.03854668458
75,8360.565246972643
76,11403.55850460665
77,8381.373418861484
78,6065.290521929882
79,5744.068018497661
80,6916.180957446317
81,6400.506484540358
82,8765.649628856709
83,4269.691969655771
84,11128.126462494665
85,8622.10545956396
86,6850.721836732328
87,6775.598881883903
88,7227.691880197168
89,7236.487014408003
90,10021.609598669394
91,5718.9762263758685
92,6594.762791570213
93,6850.721836732328
94,7373.18366527022
95,8403.03854668458
96,6041.048754775228
97,8360.565246972643
98,6118.139839579194
99,6046.024536395969
100,7450.693043245135
101,8776.477022013594
102,10130.467232137082
103,5404.8680059709695
104,9159.051858447541
105,5772.45200964562
106,8473.261615729898
107,8473.261615729898
108,8645.499603183192
109,8869.491353022686
110,7783.475914371025
111,7555.571409257532
112,7157.172688678352
113,7908.3794710980865
114,6119.179733611592
115,7392.161768953721
116,6904.6985523495105
117,5489.4924885978535
118,8360.565246972643
119,6554.376085990975
120,7142.677782472906
121,5917.369195961595
122,11019.556749820125
123,9069.691368052627
124,7157.172688678352
125,10387.599697384981
126,7270.5079358340845
127,7472.455735229578
128,7555.571409257532
129,9930.243774080873
130,5718.9762263758685
131,5602.607368128745
132,8079.729117316302
133,7998.220048118336
134,5382.738615541818
135,6162.988504795002
136,6258.536654501665
137,9629.94668611925
138,8869.491353022686
139,6356.555593310649
140,9552.911570403438
141,7707.232524596411
142,5744.068018497661
143,7088.395169549163
144,8490.674903076459
145,10228.519808871397
146,8381.373418861484
147,9245.575229621836
148,7157.172688678352
149,6561.432266421454
150,8832.501858455904
151,8360.565246972643
152,6302.639436347315
153,6065.290521929882
154,8360.565246972643
155,7372.589045928422
156,7451.3189217545205
157,10086.959747371458
158,6513.566267364214
159,7985.660042780709
160,7225.206189966046
161,9079.821426127277
162,7353.349992904601
163,7157.172688678352
164,7927.663402295128
165,5746.0736412182305
166,8706.02948614058
167,9923.834463483025
168,8473.261615729898
169,7191.704472316697
170,5990.426535934259
171,7157.172688678352
172,8401.09155485274
173,9069.691368052627
174,6218.204105528939
175,6600.551869634149
176,6709.490064089786
177,5816.285917150253
178,8590.103681165476
